scan_id,document_type,hs_code,hs_description,hs_category,hs_restricted,invoice_value,invoice_value_usd,invoice_number,container_id,importer,exporter,net_weight,gross_weight,carton_count,vessel_name,port_of_origin,confidence_badge,missing_field_count,scanned_at,operator_id,jalur,jalur_label
c3951746-b0ff-45a1-bf75-8745cbbd92a9,commercial_invoice,7208.51.00,Flat-rolled products of iron / steel,Metals,False,"USD 88,683.52",88683.5188748389,SI-2026-8116,,PT Frisian Flag Indonesia,Toyota Motor Corporation,10616.38 KG,12749.16 KG,449,MV CMA CGM Coral,"Kobe, Japan",high,1,2026-06-08T11:18:00,CDP-003,red,2
aa9485aa-1d38-401c-9e99-a5b802abae71,packing_list,8477.10.00,Injection moulding machines,Machinery,False,"USD 88,745.51",88745.51,SO-2025-9732,APHU5264004,PT Suzuki Indomobil Motor,BMW AG,,3297.08 KG,102,MV Yang Ming Wellness,"Kobe, Japan",medium,0,2026-04-25T22:28:00,CDP-001,green,0
fd54f5a1-d6ba-4e68-8d8f-ab5d8e574aa1,commercial_invoice,,Food preparations NES,Food,False,"USD 12,335.65",12335.65,INV-2025-4588,MSCU5401595,PT Nestle Indonesia,Toray Industries Inc.,2110.93 KG,2433.57 KG,47,MV Yang Ming Wellness,"Bangkok, Thailand",medium,1,2026-02-27T16:05:00,CDP-002,yellow,1
6058c614-eeda-4780-838c-9b7cb1db4c50,commercial_invoice,1006.30.00,Semi-milled or wholly milled rice,Food,False,"USD 16,296.84",16296.84,INV-2025-1755,,PT Cikarang Listrindo,Procter & Gamble Company,879.97 KG,987.82 KG,109,MV APL Singapore,"Guangzhou, China",high,1,2026-04-17T08:26:00,CDP-001,green,0
7f987e0e-f19a-46f0-bfc3-52494558724a,bill_of_lading,8471.30.00,Laptops / portable computers,Electronics,False,"USD 42,296.31",42296.31,SI-2025-9534,MSCU7355269,UD Sejahtera Bersama,,3731.44 KG,4381.22 KG,189,MV CMA CGM Callisto,"Bangkok, Thailand",high,1,2026-04-03T21:05:00,CDP-003,green,0
40e18c47-02b7-412d-b3b0-ca7b8802d806,commercial_invoice,9403.20.00,Metal furniture,Furniture,False,"USD 36,869.25",36869.25,BL-2026-4660,YMLU8984132,PT Epson Indonesia,Lenovo Group Limited,7373.33 KG,8557.69 KG,433,MV CMA CGM Callisto,"Bangkok, Thailand",high,0,2026-03-11T11:39:00,CDP-003,green,0
87cc4d66-2a2b-47c0-88a4-f3621fbed7fb,bill_of_lading,8517.12.00,Smartphones and mobile phones,Electronics,False,"USD 36,087.88",36087.88,CI-2026-2979,TCKU3093631,PT Toyota Motor Manufacturing Indonesia,Unilever N.V.,17240.41 KG,20125.25 KG,451,MV Jaya Kencana,"Chennai, India",high,0,2026-02-15T18:17:00,CDP-002,green,0
398865d3-77d6-41a7-8e5e-f5279f9de732,commercial_invoice,9013.80.00,Liquid crystal devices (LCDs),Electronics,False,"USD 59,746.57",59746.57,CI-2025-5152,,PT Reckitt Benckiser Indonesia,Procter & Gamble Company,2919.67 KG,3297.81 KG,75,MV Evergreen Universe,"Ho Chi Minh City, Vietnam",high,1,2026-02-25T15:39:00,CDP-001,red,2
839c96a0-da89-478e-a14c-fc3e67162670,packing_list,8471.30.00,Laptops / portable computers,Electronics,False,"USD 56,584.17",56584.17,INV-2026-0286,EVGR3897054,PT Siemens Indonesia,BASF SE,6037.64 KG,6710.67 KG,144,,"Port Klang, Malaysia",medium,1,2026-02-12T16:53:00,CDP-001,green,0
6c769c53-2e4c-4507-8d0b-cd2b2a87f48d,commercial_invoice,,Flat-rolled products of iron / steel,Metals,False,"USD 47,442.42",47442.42,BL-2026-7427,OOLU0486521,PT Sinar Harapan Nusantara,Toray Industries Inc.,7186.17 KG,8302.01 KG,233,MV Jaya Kencana,"Shanghai, China",low,1,2026-06-27T06:26:00,CDP-001,yellow,1
bbae353f-1471-4605-987c-80a99cd5489d,bill_of_lading,9013.80.00,Liquid crystal devices (LCDs),Electronics,False,"USD 113,144.54",113144.54,SO-2026-0954,CMAU2603214,CV Multi Global Trading,"Huawei Technologies Co., Ltd",5452.08 KG,5918.02 KG,203,MV Evergreen Universe,"Qingdao, China",high,0,2026-05-13T15:54:00,CDP-003,green,0
37e33e89-ad01-4513-a861-147685dd7a19,packing_list,8708.99.00,Other parts for motor vehicles,Auto Parts,False,"USD 15,809.60",15809.6,SI-2026-9539,OOLU5036225,UD Sejahtera Bersama,Siemens AG,4560.49 KG,4941.62 KG,157,MV MSC Gaia,"Qingdao, China",high,0,2026-02-07T11:23:00,CDP-003,green,0
dbfae306-a422-4647-b600-0d36b073d7d5,packing_list,6110.20.00,Jerseys / pullovers of cotton,Textiles,False,"USD 26,607.56",26607.56,SO-2026-6359,HLCU9553767,PT Cikarang Listrindo,Bosch GmbH,5709.45 KG,6240.24 KG,464,MV Yang Ming Wellness,"Long Beach, USA",medium,0,2026-02-21T10:14:00,CDP-002,green,0
21bb0186-e3fd-4b0d-9df5-f4545685084a,bill_of_lading,7208.51.00,Flat-rolled products of iron / steel,Metals,False,"USD 302,590.21",302590.20719977084,BL-2026-3796,,PT Sinar Harapan Nusantara,"Posco Co., Ltd",5274.63 KG,5749.11 KG,125,MV APL Singapore,"Shanghai, China",medium,1,2026-06-17T06:30:00,CDP-001,yellow,1
9b055348-d912-4074-b709-17f756990c08,packing_list,8443.31.00,Printing machines,Electronics,False,"USD 72,344.85",72344.85,SI-2025-9182,TCKU6973131,PT Delta Dunia Makmur,Panasonic Holdings Corporation,6804.99 KG,7579.02 KG,336,MV Hapag Jakarta Express,"Qingdao, China",medium,0,2026-02-17T22:11:00,CDP-002,green,0
9ccf82ed-2582-45b6-a9ee-750a4d0c71af,bill_of_lading,6203.42.00,Mens trousers of cotton,Textiles,False,"USD 6,014.11",6014.11,PO-2025-6028,,PT Schneider Electric Manufacturing,Panasonic Holdings Corporation,11766.04 KG,12831.34 KG,423,,"Los Angeles, USA",medium,2,2026-04-08T14:47:00,CDP-003,green,0
d40c23e0-e496-49df-9479-6ccf39df1db5,commercial_invoice,0901.11.00,Coffee not roasted not decaffeinated,Food,False,"USD 13,804.67",13804.67,PO-2026-7764,,PT Cikarang Listrindo,,12670.61 KG,15289.49 KG,371,MV Maersk Seletar,"Yokohama, Japan",high,2,2026-01-28T15:36:00,CDP-003,green,0
3daae699-be5d-4303-9057-258358a6a4e0,bill_of_lading,8407.34.00,Reciprocating piston engines,Machinery,False,"USD 621,091.42",621091.4227408774,PO-2025-5467,,PT Frisian Flag Indonesia,Toyota Motor Corporation,2801.26 KG,3174.87 KG,98,MV Maersk Batam,"Bangkok, Thailand",high,1,2026-06-18T17:21:00,CDP-003,green,0
a35d6734-8f39-4327-a842-a0bb05c39ce9,bill_of_lading,8477.10.00,Injection moulding machines,Machinery,False,"USD 83,594.95",83594.95,CI-2025-9884,EVGR3927749,PT Mitsubishi Motors Krama Yudha,"Posco Co., Ltd",3264.92 KG,3880.34 KG,118,MV Maersk Batam,Singapore,high,0,2026-02-20T14:29:00,CDP-003,green,0
1e44eb6b-2b7b-438a-80d6-0d6beccd807e,commercial_invoice,3004.90.00,Pharmaceutical preparations,Pharma,False,"USD 177,680.51",177680.51,INV-2026-9536,APHU0013999,PT Procter Gamble Home Products Indonesia,Unilever N.V.,8502.61 KG,9735.24 KG,260,,,high,2,2026-05-24T15:55:00,CDP-003,green,0
aaf89ab3-2e2a-4c67-ae76-8ece17747cbf,bill_of_lading,8517.12.00,Smartphones and mobile phones,Electronics,False,"USD 12,875.04",12875.04,PO-2025-0768,TCKU9671863,PT Surya Citra Media,Lenovo Group Limited,2643.78 KG,2909.65 KG,395,MV Cosco Harmony,"Rotterdam, Netherlands",high,0,2026-06-06T19:45:00,CDP-003,green,0
90e06491-5aa3-43f2-a557-6fb21d902aa2,packing_list,8708.99.00,Other parts for motor vehicles,Auto Parts,False,"USD 26,676.49",26676.49,PO-2025-8065,,PT Samsung Electronics Indonesia,,2427.17 KG,2710.75 KG,470,MV CMA CGM Coral,"Qingdao, China",high,2,2026-04-20T18:52:00,CDP-001,green,0
5c0f007c-f082-4023-87b2-866f9e61cc81,commercial_invoice,8421.21.00,Water filtration / purifying machinery,Machinery,False,"USD 78,661.59",78661.59,PO-2025-8322,MSCU6441320,PT Nestle Indonesia,Exxon Mobil Corporation,361.4 KG,427.38 KG,23,MV Sinar Bandung,"Ho Chi Minh City, Vietnam",high,0,2026-03-05T18:16:00,CDP-002,green,0
52a9bd21-084c-4bda-b3cb-a3b3b9bbb703,commercial_invoice,8471.30.00,Laptops / portable computers,Electronics,False,"USD 1,402,358.28",1402358.2805210792,PO-2025-6174,OOLU7285476,PT Karya Abadi Nusantara,Exxon Mobil Corporation,591.97 KG,641.79 KG,39,MV Maersk Batam,"Los Angeles, USA",high,0,2026-04-23T18:49:00,CDP-001,green,0
372d068c-1b0f-45a3-8262-4244996b6fcb,bill_of_lading,2106.90.00,Food preparations NES,Food,False,"USD 17,484.53",17484.53,BL-2025-6984,TCKU1240432,,,2630.38 KG,2846.76 KG,83,MV Yang Ming Wellness,"Qingdao, China",low,2,2026-05-30T14:57:00,CDP-003,red,2
879409bf-d191-46d2-bc2d-03dc913c40a0,commercial_invoice,8504.40.00,Static converters / power supply,Electronics,False,"USD 36,098.83",36098.83,CI-2025-2841,MAEU0023285,PT Procter Gamble Home Products Indonesia,Bridgestone Corporation,114.96 KG,129.92 KG,22,MV Evergreen Universe,"Chennai, India",high,0,2026-04-24T08:54:00,CDP-002,green,0
0afb52dc-c753-4f9d-8e93-3f7219046594,bill_of_lading,7606.12.00,Rectangular aluminium plates,Metals,False,"USD 11,889.31",11889.31,,OOLU1146984,PT Procter Gamble Home Products Indonesia,Toyota Motor Corporation,2657.1 KG,2837.04 KG,228,MV Asian Spirit,"Shanghai, China",low,0,2026-03-07T13:00:00,CDP-001,green,0
3fca0355-a30d-4bd6-9b4d-3a59eb5ec8f0,commercial_invoice,8517.12.00,Smartphones and mobile phones,Electronics,False,,0,,TCKU7231903,PT Reckitt Benckiser Indonesia,Hyundai Motor Company,1349.74 KG,1603.34 KG,50,MV Cosco Harmony,"Shanghai, China",low,1,2026-06-05T14:05:00,CDP-002,yellow,1
58e012c5-54dc-4959-aea0-4fdbff23a8cb,bill_of_lading,8443.31.00,Printing machines,Electronics,False,"USD 35,320.50",35320.5,BL-2025-3276,OOLU5935362,,,10435.07 KG,11766.85 KG,277,MV APL Singapore,"Port Klang, Malaysia",low,2,2026-04-09T21:31:00,CDP-001,red,2
938db247-d2aa-4afe-86c6-7f9ef9ea97d3,bill_of_lading,3004.90.00,Pharmaceutical preparations,Pharma,False,"USD 159,866.27",159866.27,CI-2025-9959,OOLU0796424,PT Kalbe Farma,Xiaomi Corporation,3677.23 KG,4057.04 KG,131,MV Asian Spirit,Singapore,medium,0,2026-05-26T08:27:00,CDP-003,green,0
061e79f7-c20d-4fd1-87fa-caf455b3cd91,bill_of_lading,3901.10.00,Polyethylene density < 0.94,Chemicals,False,"USD 61,389.87",61389.87,SI-2026-2691,HLCU7216747,,Bayer AG,1490.44 KG,1649.94 KG,59,MV MSC Vidisha R,"Antwerp, Belgium",medium,1,2026-01-02T09:20:00,CDP-002,green,0
f2bc7db0-4373-47f0-a9ac-d1edbac91890,packing_list,8542.31.00,Integrated circuits / processors,Electronics,False,"USD 139,898.59",139898.59,SI-2025-4304,CMAU1452780,PT Surya Citra Media,Cargill Incorporated,2140.39 KG,2305.37 KG,58,MV Asian Spirit,"Ho Chi Minh City, Vietnam",high,0,2026-04-19T09:29:00,CDP-002,green,0
44fafcf0-f177-46cf-9204-fd92df88682e,bill_of_lading,6204.62.00,Womens trousers of cotton,Textiles,False,"USD 10,866.79",10866.79,SI-2025-2861,APHU4575413,PT Kalbe Farma,,1881.24 KG,2259.21 KG,,MV Mataram Star,"Tianjin, China",medium,1,2026-01-03T11:54:00,CDP-003,green,0
8a9e835f-79ae-4e60-8c1b-f53809ecf1ee,packing_list,4011.10.00,Pneumatic tyres for motor cars,Auto Parts,False,"USD 13,122.49",13122.49,PO-2026-0246,MSCU2016889,PT Karya Abadi Nusantara,"Sumitomo Chemical Co., Ltd",,10609.22 KG,254,MV Pacific Star,"Osaka, Japan",low,0,2026-01-04T22:16:00,CDP-001,yellow,1
7401c461-49b8-4db4-aaaf-8b5af9fab15b,packing_list,8542.31.00,Integrated circuits / processors,Electronics,False,"USD 15,072.77",15072.77,INV-2025-5125,OOLU1086868,PT Procter Gamble Home Products Indonesia,CNOOC Limited,413.61 KG,487.74 KG,12,MV Evergreen Universe,Singapore,high,0,2026-03-21T12:18:00,CDP-003,green,0
f2bf879f-e675-4934-b2a7-7caca5bf7d7d,bill_of_lading,7606.12.00,Rectangular aluminium plates,Metals,False,"USD 508,350.96",508350.9564125101,BL-2025-8698,,PT Cikarang Listrindo,Philips N.V.,3488.57 KG,3997.46 KG,457,MV Sinar Bandung,"Long Beach, USA",medium,1,2026-02-04T08:17:00,CDP-002,yellow,1
5bfec833-232f-451f-aee6-2f70e5751f18,packing_list,8471.30.00,Laptops / portable computers,Electronics,False,"USD 77,044.05",77044.05,SO-2026-2657,,PT Samsung Electronics Indonesia,3M Company,5611.14 KG,6544.24 KG,318,MV Jaya Kencana,"Qingdao, China",medium,1,2026-05-11T09:21:00,CDP-003,green,0
95701029-9dcb-4958-909d-f82d599106b9,bill_of_lading,1006.30.00,Semi-milled or wholly milled rice,Food,False,"USD 50,917.54",50917.54,PO-2025-2050,OOLU5425160,PT 3M Indonesia,Apple Inc.,11261.56 KG,12493.36 KG,433,,"Ningbo, China",low,1,2026-02-02T12:18:00,CDP-002,yellow,1
e106954f-920b-4d65-8131-d8f32ff997bb,packing_list,8457.10.00,Machining centres for working metal,Machinery,False,"USD 235,330.14",235330.14,BL-2025-4075,TCKU2015372,,Toray Industries Inc.,5158.78 KG,5513.55 KG,210,MV Meratus Palembang,"Mumbai, India",low,1,2026-06-08T18:56:00,CDP-002,red,2
7a01f93b-7818-473f-9baf-024e04936259,packing_list,8457.10.00,Machining centres for working metal,Machinery,False,"USD 528,523.37",528523.37,PO-2025-6980,APHU6997327,PT Frisian Flag Indonesia,Toray Industries Inc.,655.62 KG,772.11 KG,24,MV Yang Ming Wellness,"Yokohama, Japan",medium,0,2026-05-25T16:15:00,CDP-003,green,0
987e3dbd-6675-4fce-87ad-d6f1d84413eb,packing_list,8443.31.00,Printing machines,Electronics,False,"USD 41,798.47",41798.47,PO-2025-1620,KKFU1312480,PT Samsung Electronics Indonesia,,10181.51 KG,12147.71 KG,287,MV Asian Spirit,"Kobe, Japan",medium,1,2026-05-27T17:39:00,CDP-001,green,0
29bc9d4c-606d-4860-ad7d-983d379c5692,commercial_invoice,9401.61.00,Seats with wooden frames,Furniture,False,"USD 25,533.55",25533.55,BL-2026-3398,KKFU6713956,PT 3M Indonesia,Mitsubishi Electric Corporation,1084.84 KG,1195.25 KG,88,MV Meratus Palembang,"Kobe, Japan",high,0,2026-02-23T12:15:00,CDP-002,green,0
c53af3e4-cf6f-450f-82cc-329fc259125c,bill_of_lading,5208.21.00,Woven fabrics of cotton,Textiles,False,"USD 14,899.51",14899.51,BL-2026-6100,,PT Kalbe Farma,LG Chem Ltd,1502.93 KG,1805.19 KG,70,MV Hapag Jakarta Express,"Los Angeles, USA",medium,1,2026-02-26T12:25:00,CDP-001,green,0
4f9df484-dbed-4293-993a-da91e4b46562,packing_list,6110.20.00,Jerseys / pullovers of cotton,Textiles,False,"USD 481,675.52",481675.51622126426,SO-2026-4865,,PT Mitsubishi Motors Krama Yudha,Xiaomi Corporation,3766.37 KG,4130.96 KG,302,MV Asian Spirit,"Shanghai, China",high,1,2026-02-06T14:25:00,CDP-001,green,0
d5cf589e-ad29-4ca0-87bd-5aa4bb325ad6,commercial_invoice,,Jerseys / pullovers of cotton,Textiles,False,"USD 16,379.21",16379.21,SI-2026-2903,OOLU2653695,PT Global Trade Solutions,Toyota Motor Corporation,4951.9 KG,5496.95 KG,151,MV MSC Gaia,"Shenzhen, China",medium,1,2026-04-26T08:00:00,CDP-003,yellow,1
66687372-b61e-4964-87ba-ae8cf0bc2686,packing_list,8471.30.00,Laptops / portable computers,Electronics,False,"USD 15,850.51",15850.51,INV-2025-0187,EVGR5520523,,"Huawei Technologies Co., Ltd",7296.18 KG,8839.4 KG,413,MV Maersk Seletar,"Kobe, Japan",medium,1,2026-05-20T14:16:00,CDP-002,green,0
6244a3e4-7e46-4247-934c-a994adb49966,bill_of_lading,3901.10.00,Polyethylene density < 0.94,Chemicals,False,"USD 40,106.98",40106.98,SI-2026-3898,,PT Holcim Indonesia,Bayer AG,12853.06 KG,15496.8 KG,342,MV CMA CGM Callisto,"Los Angeles, USA",high,1,2026-01-10T10:26:00,CDP-002,green,0
688a7f21-dcc5-47ff-81b7-7d8c4b27e145,commercial_invoice,,Liquid crystal devices (LCDs),Electronics,False,"USD 209,169.03",209169.03,PO-2025-4493,YMLU0556449,PT Samsung Electronics Indonesia,Philips N.V.,11516.43 KG,12504.29 KG,343,MV Jaya Kencana,"Osaka, Japan",low,1,2026-03-02T14:33:00,CDP-003,yellow,1
66ee2de8-e9ba-4136-9c85-74290134940f,commercial_invoice,6203.42.00,Mens trousers of cotton,Textiles,False,"USD 13,474.57",13474.57,,APHU2840589,PT Beiersdorf Indonesia,,9993.66 KG,11844.1 KG,489,MV CMA CGM Callisto,"Los Angeles, USA",high,1,2026-03-05T21:56:00,CDP-002,green,0
d00938dd-eb50-4b12-a9f7-a61ba7edb3eb,commercial_invoice,6203.42.00,Mens trousers of cotton,Textiles,False,"USD 12,302.34",12302.34,CI-2025-2879,CMAU9810446,PT Global Trade Solutions,Mitsubishi Electric Corporation,5490.4 KG,6284.84 KG,375,MV Tanto Aman,"Los Angeles, USA",high,0,2026-05-31T14:21:00,CDP-002,green,0
4032277b-cf08-4c47-be03-49fcdb4b2aee,commercial_invoice,8443.31.00,Printing machines,Electronics,False,"USD 901,705.85",901705.8517886732,CI-2026-3862,CMAU9607206,PT Maju Jaya Abadi,BMW AG,15898.02 KG,17827.82 KG,378,MV CMA CGM Callisto,"Antwerp, Belgium",high,0,2026-05-08T12:51:00,CDP-003,green,0
a6bfdc33-0765-4075-9945-c96365d30d36,commercial_invoice,8421.21.00,Water filtration / purifying machinery,Machinery,False,"USD 49,913.31",49913.31,BL-2026-2985,CMAU8885840,PT LG Electronics Indonesia,Caterpillar Inc.,12568.16 KG,15288.68 KG,399,MV Cosco Harmony,"Los Angeles, USA",high,0,2026-05-20T11:51:00,CDP-002,green,0
ad8eb49d-a721-4050-88c1-c099fdf6b6ea,bill_of_lading,8407.34.00,Reciprocating piston engines,Machinery,False,"USD 162,696.09",162696.09,PO-2026-5505,OOLU7182764,PT Siemens Indonesia,BMW AG,2000.12 KG,2291.39 KG,71,MV APL Singapore,"Ningbo, China",high,0,2026-05-27T14:09:00,CDP-003,green,0
491bfb1a-056a-42d1-ad4e-0aad1b3f3ba8,commercial_invoice,6204.62.00,Womens trousers of cotton,Textiles,False,"USD 9,960.24",9960.24,,OOLU2539647,UD Sejahtera Bersama,Lenovo Group Limited,1351.61 KG,1494.45 KG,48,MV Meratus Palembang,"Mumbai, India",medium,0,2026-05-26T08:56:00,CDP-002,green,0
91d0fae5-8563-4476-ab18-abdf14e9b6c3,bill_of_lading,8504.40.00,Static converters / power supply,Electronics,False,"USD 20,624.67",20624.67,SO-2026-2866,,PT Procter Gamble Home Products Indonesia,Caterpillar Inc.,1119.85 KG,1316.59 KG,57,,,medium,3,2026-04-27T14:41:00,CDP-001,yellow,1
be5ce874-27a1-4780-9c23-732534eac500,bill_of_lading,1006.30.00,Semi-milled or wholly milled rice,Food,False,"USD 27,809.24",27809.24,,,PT ABB Sakti Industri,"Sumitomo Chemical Co., Ltd",1231.82 KG,1500.63 KG,44,MV Hapag Jakarta Express,"Chennai, India",medium,1,2026-02-06T16:29:00,CDP-003,green,0
68224e82-aba2-4838-8639-6e0d8f330702,bill_of_lading,3004.90.00,Pharmaceutical preparations,Pharma,False,"USD 92,236.60",92236.6,SO-2026-5523,MAEU0390727,PT Epson Indonesia,"Posco Co., Ltd",638.06 KG,683.84 KG,24,,"Hamburg, Germany",medium,1,2026-05-15T15:11:00,CDP-003,green,0
484ef8d8-0120-48dd-a560-85a0f69dae42,commercial_invoice,3004.90.00,Pharmaceutical preparations,Pharma,False,"USD 250,842.13",250842.12774803964,PO-2026-8701,,PT Pertamina Lubricants,"Honda Motor Co., Ltd",629.79 KG,707.69 KG,84,MV Bunga Teratai,"Port Klang, Malaysia",high,1,2026-04-24T14:15:00,CDP-003,red,2
347d0e8f-c047-45d4-a64d-3b2657c4a502,packing_list,5208.21.00,Woven fabrics of cotton,Textiles,False,"USD 7,684.33",7684.33,CI-2026-1150,MAEU2488671,PT Indofood Sukses Makmur,Sony Group Corporation,12704.77 KG,15362.08 KG,330,MV Asian Spirit,"Bangkok, Thailand",medium,0,2026-05-28T09:42:00,CDP-003,green,0
2e56b3a2-46f0-4738-a7e5-3c490cdd7e86,bill_of_lading,6203.42.00,Mens trousers of cotton,Textiles,False,"USD 14,675.92",14675.92,CI-2026-9810,CMAU8008383,PT Cikarang Listrindo,,11015.78 KG,12516.83 KG,,MV MSC Vidisha R,"Antwerp, Belgium",high,1,2026-03-06T10:17:00,CDP-002,green,0
69dd60f1-c0fd-45d6-8b87-9a4209a2f5e8,bill_of_lading,3004.90.00,Pharmaceutical preparations,Pharma,False,"USD 161,828.13",161828.13,CI-2025-2077,KKFU3166406,PT 3M Indonesia,Bosch GmbH,2688.91 KG,3175.38 KG,105,MV Sinar Bandung,"Shenzhen, China",high,0,2026-06-25T21:57:00,CDP-003,green,0
6633f61e-6146-4cdd-92bd-1bb109e5b4ad,commercial_invoice,6110.20.00,Jerseys / pullovers of cotton,Textiles,False,"USD 29,837.75",29837.75,CI-2025-8458,EVGR8778395,PT Sinar Harapan Nusantara,Toyota Motor Corporation,4585.17 KG,5437.22 KG,261,MV Bunga Teratai,"Long Beach, USA",high,0,2026-02-19T21:29:00,CDP-001,green,0
e28511fe-6edf-416c-a5ab-d64e31e381c2,bill_of_lading,8708.99.00,Other parts for motor vehicles,Auto Parts,False,"USD 20,452.13",20452.13,PO-2025-6964,HLCU3295434,PT Wings Food,Exxon Mobil Corporation,1744.77 KG,1891.37 KG,271,,"Los Angeles, USA",low,1,2026-02-11T07:16:00,CDP-002,green,0
a87c9477-3361-4396-9923-38e4da282da4,commercial_invoice,8477.10.00,Injection moulding machines,Machinery,False,"USD 14,883.44",14883.44,BL-2025-2686,EVGR4546162,PT Kalbe Farma,Kia Corporation,1146.13 KG,1298.74 KG,61,MV Cosco Harmony,"Shenzhen, China",high,0,2026-03-27T21:20:00,CDP-002,green,0
920830ac-a2d7-42d3-ad73-25e128249087,bill_of_lading,8542.31.00,Integrated circuits / processors,Electronics,False,"USD 623,556.09",623556.0921166873,PO-2026-5753,,PT Fuji Xerox Indonesia,"Foxconn Industrial Internet Co., Ltd",829.81 KG,899.14 KG,55,MV Tanto Aman,"Guangzhou, China",high,1,2026-04-12T18:31:00,CDP-002,yellow,1
f43e5dd3-2861-4abd-a6c0-572d88c3e60c,packing_list,8471.30.00,Laptops / portable computers,Electronics,False,"USD 9,774.56",9774.56,PO-2026-1652,MAEU0300111,PT Charoen Pokphand Indonesia,Bosch GmbH,,1150.68 KG,185,MV CMA CGM Callisto,"Yokohama, Japan",medium,0,2026-02-05T08:07:00,CDP-001,yellow,1
435f8f1b-dcd8-4119-a827-82a9798946a8,packing_list,6204.62.00,Womens trousers of cotton,Textiles,False,"USD 1,388,783.07",1388783.0702091912,INV-2025-1245,MAEU1990978,PT Unilever Indonesia,Apple Inc.,15472.2 KG,16645.84 KG,390,MV Meratus Palembang,"Tianjin, China",high,0,2026-05-28T22:01:00,CDP-003,green,0
edc276d1-4345-49d7-9007-5cd832182d98,packing_list,5208.21.00,Woven fabrics of cotton,Textiles,False,"USD 1,118,470.96",1118470.9603083818,CI-2025-5604,CMAU5811569,PT Frisian Flag Indonesia,Bayer AG,11398.31 KG,13352.37 KG,326,MV Cosco Harmony,"Qingdao, China",high,0,2026-01-26T13:50:00,CDP-003,green,0
c562ff8b-e50f-42e9-b8d1-6c3f3d064875,packing_list,8443.31.00,Printing machines,Electronics,False,"USD 49,284.43",49284.43,PO-2026-3375,YMLU6388463,PT Procter Gamble Home Products Indonesia,LG Electronics Inc.,5752.53 KG,6273.08 KG,163,MV OOCL Indonesia,"Chennai, India",high,0,2026-05-25T09:03:00,CDP-001,green,0
ac63c50f-5ca2-4430-920b-e2c1d5bceaa0,commercial_invoice,8407.34.00,Reciprocating piston engines,Machinery,False,"USD 10,197.74",10197.74,SI-2026-7925,TCKU9687809,PT Frisian Flag Indonesia,"Huawei Technologies Co., Ltd",17465.98 KG,20572.19 KG,420,MV Maersk Seletar,"Shenzhen, China",high,0,2026-02-13T06:56:00,CDP-003,green,0
51db3407-d5d9-46e3-9947-d03b772ed4bd,bill_of_lading,,Polyethylene density < 0.94,Chemicals,False,"USD 31,474.91",31474.91,PO-2026-5688,YMLU1259491,PT Cikarang Listrindo,Caterpillar Inc.,3017.14 KG,3243.65 KG,170,MV Pacific Star,"Ningbo, China",low,1,2026-04-23T16:49:00,CDP-001,green,0
5428a112-6bc1-45ec-b956-e0a9382ba795,bill_of_lading,8471.30.00,Laptops / portable computers,Electronics,False,"USD 60,143.62",60143.62,SO-2025-6741,APHU9404262,PT Honda Prospect Motor,Hyundai Motor Company,8578.63 KG,9371.56 KG,227,MV Tanto Aman,Singapore,high,0,2026-03-03T15:05:00,CDP-003,green,0
35fbf610-13bc-4800-b290-a9a7d5b6694d,commercial_invoice,8421.21.00,Water filtration / purifying machinery,Machinery,False,"USD 8,534.24",8534.24,BL-2025-1917,MAEU8609654,CV Multi Global Trading,Unilever N.V.,2210.79 KG,2459.26 KG,493,MV Maersk Batam,"Los Angeles, USA",high,0,2026-02-17T19:14:00,CDP-001,green,0
83b394cf-3c12-4d20-a4dc-e889f907dee3,bill_of_lading,6203.42.00,Mens trousers of cotton,Textiles,False,"USD 2,500.09",2500.09,BL-2025-2324,MSCU2601497,PT Suzuki Indomobil Motor,SK Hynix Inc.,2839.79 KG,3321.47 KG,195,MV Maersk Batam,"Rotterdam, Netherlands",high,0,2026-01-21T07:32:00,CDP-001,green,0
a2dd6d85-1486-4dbd-baea-f65853dd90ef,commercial_invoice,9403.20.00,Metal furniture,Furniture,False,"USD 45,991.33",45991.33,INV-2026-8484,,PT Jababeka Infrastruktur,,6751.26 KG,7964.92 KG,459,MV Tanto Aman,,low,3,2026-06-12T06:13:00,CDP-001,yellow,1
5d297980-4091-4732-8188-9b267a745e22,bill_of_lading,7208.51.00,Flat-rolled products of iron / steel,Metals,False,"USD 64,181.16",64181.16,INV-2025-0257,,PT Cipta Karya Unggul,Hyundai Motor Company,1852.97 KG,2014.79 KG,271,MV Asian Spirit,"Long Beach, USA",high,1,2026-05-07T16:07:00,CDP-003,green,0
7c96aeab-b63a-4d1c-89f5-721f2b3bcf97,bill_of_lading,8528.72.00,LCD / LED televisions,Electronics,False,"USD 19,561.24",19561.24,CI-2025-9574,TCKU0445097,PT Garudafood Putra Putri Jaya,"Huawei Technologies Co., Ltd",8303.49 KG,8966.06 KG,222,MV Sinar Bandung,"Ningbo, China",high,0,2026-01-16T16:36:00,CDP-001,green,0
751a06ea-58ab-4869-a117-fea1e103daff,commercial_invoice,6110.20.00,Jerseys / pullovers of cotton,Textiles,False,"USD 13,561.40",13561.4,,MSCU4573276,PT Procter Gamble Home Products Indonesia,Haier Group Corporation,2123.75 KG,2368.96 KG,341,MV Maersk Seletar,"Shenzhen, China",high,0,2026-03-28T10:36:00,CDP-003,green,0
